Instrument,Account,Market pos.,Quantity,Entry price,Exit price,Entry time,Exit time,Profit,Commission
NQ 03-25,SIM101,Short,2,4979.25,5016.57,2025-03-21 07:21:00,2025-03-21 08:14:00,138.57,2.09
CL 03-25,SIM101,Long,1,5004.37,5033.4,2025-03-21 07:27:00,2025-03-21 10:56:00,-84.88,8.36
ES 03-25,SIM101,Long,2,5004.16,4947.59,2025-03-21 09:43:00,2025-03-21 10:29:00,823.78,6.27
NQ 03-25,SIM101,Short,1,4931.93,4915.79,2025-03-24 07:52:00,2025-03-24 09:22:00,-280.24,6.27
CL 03-25,SIM101,Long,1,4979.35,4944.77,2025-03-24 14:42:00,2025-03-24 15:24:00,69.95,2.09
CL 03-25,SIM101,Short,1,5009.44,5012.97,2025-03-24 21:22:00,2025-03-25 00:53:00,157.52,4.18
NQ 03-25,SIM101,Long,3,4974.86,5083.84,2025-03-24 21:45:00,2025-03-24 22:17:00,326.46,8.36
NQ 03-25,SIM101,Long,1,4875.64,4995.54,2025-03-25 14:30:00,2025-03-25 15:13:00,431.59,4.18
NQ 03-25,SIM101,Long,2,5052.55,4917.95,2025-03-25 19:06:00,2025-03-25 20:09:00,55.12,8.36
NQ 03-25,SIM101,Long,3,4993.72,4952.96,2025-03-25 19:31:00,2025-03-25 22:10:00,155.83,8.36
NQ 03-25,SIM101,Long,3,5025.12,5047.6,2025-03-25 19:52:00,2025-03-25 22:14:00,158.54,6.27
CL 03-25,SIM101,Short,2,4973.76,5016.67,2025-03-26 10:41:00,2025-03-26 11:26:00,238.09,8.36
ES 03-25,SIM101,Short,3,4964.31,5025.55,2025-03-26 13:40:00,2025-03-26 17:22:00,235.07,8.36
CL 03-25,SIM101,Long,2,5039.53,4994.38,2025-03-26 14:17:00,2025-03-26 16:53:00,223.12,4.18
CL 03-25,SIM101,Long,3,5004.2,4996.5,2025-03-26 21:33:00,2025-03-26 23:42:00,1088.86,6.27
NQ 03-25,SIM101,Long,2,4980.55,4917.12,2025-03-27 09:20:00,2025-03-27 10:58:00,6.79,4.18
NQ 03-25,SIM101,Long,1,5014.48,5036.5,2025-03-27 11:48:00,2025-03-27 12:59:00,401.89,6.27
NQ 03-25,SIM101,Long,3,4987.22,5065.4,2025-03-27 13:50:00,2025-03-27 17:24:00,436.19,6.27
NQ 03-25,SIM101,Short,2,5009.95,4973.89,2025-03-27 13:56:00,2025-03-27 15:43:00,-333.81,2.09
ES 03-25,SIM101,Long,3,5034.45,4968.47,2025-03-28 03:05:00,2025-03-28 06:41:00,116.08,2.09
NQ 03-25,SIM101,Long,2,5001.68,4996.09,2025-03-28 03:12:00,2025-03-28 03:32:00,114.41,6.27
CL 03-25,SIM101,Short,2,4982.48,4984.86,2025-03-28 13:34:00,2025-03-28 16:52:00,-189.32,2.09
NQ 03-25,SIM101,Short,2,5027.54,4948.6,2025-03-28 14:34:00,2025-03-28 16:41:00,234.03,8.36
CL 03-25,SIM101,Short,3,5048.18,4953.52,2025-03-31 07:22:00,2025-03-31 09:21:00,150.67,4.18
CL 03-25,SIM101,Short,1,5010.08,5009.26,2025-03-31 19:46:00,2025-03-31 20:08:00,-539.66,4.18
ES 03-25,SIM101,Short,2,5001.44,5047.64,2025-03-31 21:18:00,2025-04-01 00:16:00,-760.75,4.18
NQ 03-25,SIM101,Short,1,5001.88,4975.66,2025-03-31 21:19:00,2025-04-01 00:49:00,171.67,2.09
NQ 03-25,SIM101,Short,3,4974.64,4939.5,2025-04-01 10:06:00,2025-04-01 10:08:00,183.94,8.36
NQ 03-25,SIM101,Long,2,5027.23,5017.76,2025-04-01 14:11:00,2025-04-01 15:37:00,120.64,2.09
ES 03-25,SIM101,Long,1,4984.12,5045.24,2025-04-01 15:01:00,2025-04-01 18:58:00,-105.51,2.09
ES 03-25,SIM101,Long,1,4985.82,4971.58,2025-04-01 21:17:00,2025-04-02 01:01:00,-200.26,6.27
ES 03-25,SIM101,Short,2,5016.13,4954.91,2025-04-02 10:07:00,2025-04-02 13:46:00,726.9,2.09
NQ 03-25,SIM101,Short,2,5059.11,4977.35,2025-04-02 13:49:00,2025-04-02 14:48:00,-466.41,8.36
NQ 03-25,SIM101,Long,2,5046.87,4989.22,2025-04-02 14:33:00,2025-04-02 15:16:00,73.89,4.18
CL 03-25,SIM101,Short,2,4957.48,5060.44,2025-04-02 15:54:00,2025-04-02 18:06:00,462.59,8.36
GC 03-25,SIM101,Long,3,5057.58,4957.52,2025-04-03 11:50:00,2025-04-03 11:52:00,-407.61,4.18
GC 03-25,SIM101,Long,1,5032.1,5014.08,2025-04-03 14:15:00,2025-04-03 16:37:00,-59.12,2.09
GC 03-25,SIM101,Short,1,5006.06,5018.27,2025-04-03 15:03:00,2025-04-03 15:11:00,560.7,8.36
CL 03-25,SIM101,Long,3,5039.27,4982.28,2025-04-03 15:07:00,2025-04-03 16:47:00,890.54,4.18
ES 03-25,SIM101,Long,2,5011.87,5071.23,2025-04-04 03:21:00,2025-04-04 04:57:00,304.7,8.36
GC 03-25,SIM101,Short,2,5076.91,5025.78,2025-04-04 07:07:00,2025-04-04 08:59:00,269.5,2.09
ES 03-25,SIM101,Long,1,4971.31,4975.76,2025-04-04 10:22:00,2025-04-04 11:00:00,211.93,2.09
NQ 03-25,SIM101,Short,3,5059.88,4988.69,2025-04-04 11:05:00,2025-04-04 12:27:00,-647.35,8.36
ES 03-25,SIM101,Short,2,4983.29,5002.03,2025-04-07 07:45:00,2025-04-07 11:40:00,262.83,6.27
NQ 03-25,SIM101,Long,2,4989.23,5066.78,2025-04-07 14:05:00,2025-04-07 17:03:00,147.04,4.18
ES 03-25,SIM101,Short,2,5035.53,4987.37,2025-04-07 15:49:00,2025-04-07 18:55:00,146.45,6.27
CL 03-25,SIM101,Long,3,4921.78,5029.85,2025-04-07 21:05:00,2025-04-07 21:46:00,336.45,4.18
ES 03-25,SIM101,Short,1,5036.38,5017.79,2025-04-08 09:17:00,2025-04-08 12:39:00,-199.59,4.18
NQ 03-25,SIM101,Short,3,5052.76,4958.94,2025-04-08 15:15:00,2025-04-08 16:07:00,-53.24,6.27
CL 03-25,SIM101,Long,1,4932.8,5013.74,2025-04-08 19:10:00,2025-04-08 19:58:00,-143.3,4.18
GC 03-25,SIM101,Long,1,4974.67,4957.31,2025-04-08 19:46:00,2025-04-08 21:34:00,-332.87,8.36
CL 03-25,SIM101,Long,1,5042.41,4983.07,2025-04-09 03:52:00,2025-04-09 05:46:00,-184.54,8.36
CL 03-25,SIM101,Long,1,4961.53,4994.33,2025-04-09 11:09:00,2025-04-09 12:17:00,-145.64,2.09
GC 03-25,SIM101,Short,1,4947.19,5024.18,2025-04-09 15:25:00,2025-04-09 17:21:00,232.1,2.09
GC 03-25,SIM101,Short,2,5072.3,4995.52,2025-04-09 19:54:00,2025-04-09 20:56:00,393.8,8.36
GC 03-25,SIM101,Long,3,4984.43,4983.13,2025-04-10 07:04:00,2025-04-10 07:22:00,-33.64,8.36
ES 03-25,SIM101,Short,2,5065.84,4977.39,2025-04-10 09:40:00,2025-04-10 10:33:00,384.66,6.27
NQ 03-25,SIM101,Long,1,5041.92,4981.96,2025-04-10 11:28:00,2025-04-10 11:36:00,-109.64,8.36
ES 03-25,SIM101,Short,2,5015.67,5006.89,2025-04-10 14:01:00,2025-04-10 14:09:00,208.42,2.09
GC 03-25,SIM101,Long,3,4968.62,4945.8,2025-04-11 03:49:00,2025-04-11 06:57:00,-273.16,8.36
CL 03-25,SIM101,Short,1,5044.64,4971.19,2025-04-11 11:44:00,2025-04-11 14:24:00,-123.65,6.27
GC 03-25,SIM101,Long,3,5020.82,4999.17,2025-04-11 14:28:00,2025-04-11 17:02:00,-476.74,8.36
NQ 03-25,SIM101,Short,1,4977.61,4900.52,2025-04-11 19:49:00,2025-04-11 22:35:00,-88.64,4.18
CL 03-25,SIM101,Long,3,4970.81,5025.87,2025-04-14 07:00:00,2025-04-14 08:15:00,276.35,8.36
ES 03-25,SIM101,Long,1,4986.63,5034.27,2025-04-14 13:14:00,2025-04-14 15:24:00,-537.77,4.18
CL 03-25,SIM101,Short,1,4954.56,4970.99,2025-04-14 14:55:00,2025-04-14 15:05:00,56.36,2.09
ES 03-25,SIM101,Long,3,4980.56,4996.82,2025-04-14 21:32:00,2025-04-15 00:12:00,137.07,4.18
CL 03-25,SIM101,Short,2,5019.37,4996.05,2025-04-15 03:14:00,2025-04-15 05:46:00,-128.45,4.18
NQ 03-25,SIM101,Short,3,4964.42,4982.01,2025-04-15 07:25:00,2025-04-15 10:09:00,201.79,6.27
CL 03-25,SIM101,Short,1,4985.8,5005.58,2025-04-15 11:31:00,2025-04-15 14:08:00,-230.42,2.09
NQ 03-25,SIM101,Short,1,4987.72,4952.44,2025-04-15 15:28:00,2025-04-15 19:03:00,783.57,8.36
ES 03-25,SIM101,Short,2,4994.51,5030.36,2025-04-16 09:28:00,2025-04-16 11:18:00,82.31,8.36
CL 03-25,SIM101,Short,3,4972.8,4972.55,2025-04-16 11:42:00,2025-04-16 12:07:00,-207.47,8.36
ES 03-25,SIM101,Short,3,5016.77,5042.24,2025-04-16 21:00:00,2025-04-17 00:53:00,-231.11,8.36
CL 03-25,SIM101,Long,3,5047.94,5107.48,2025-04-16 21:00:00,2025-04-16 23:03:00,684.87,2.09
GC 03-25,SIM101,Short,1,4948.63,5010.59,2025-04-17 09:25:00,2025-04-17 10:46:00,129.35,2.09
GC 03-25,SIM101,Long,1,4978.32,5019.53,2025-04-17 10:42:00,2025-04-17 11:14:00,500.79,6.27
ES 03-25,SIM101,Short,2,4993.93,5011.98,2025-04-17 11:10:00,2025-04-17 14:34:00,306.29,4.18
CL 03-25,SIM101,Long,3,5047.07,4995.37,2025-04-17 19:23:00,2025-04-17 22:23:00,530.03,6.27
GC 03-25,SIM101,Long,3,4994.61,5027.84,2025-04-18 13:09:00,2025-04-18 14:19:00,155.06,8.36
NQ 03-25,SIM101,Long,2,4979.08,5041.67,2025-04-18 13:14:00,2025-04-18 15:19:00,245.18,6.27
ES 03-25,SIM101,Long,3,5035.35,4978.24,2025-04-18 13:41:00,2025-04-18 13:57:00,520.73,2.09
ES 03-25,SIM101,Long,1,4993.35,5053.64,2025-04-18 19:52:00,2025-04-18 19:59:00,-599.33,8.36
GC 03-25,SIM101,Long,3,4957.19,4990.17,2025-04-21 07:40:00,2025-04-21 08:29:00,61.81,4.18
NQ 03-25,SIM101,Short,1,5010.0,5059.78,2025-04-21 09:43:00,2025-04-21 13:11:00,350.57,2.09
GC 03-25,SIM101,Short,3,5004.27,4992.17,2025-04-21 11:56:00,2025-04-21 12:35:00,283.47,2.09
GC 03-25,SIM101,Short,3,4974.71,4915.72,2025-04-21 21:23:00,2025-04-22 01:15:00,130.32,8.36
CL 03-25,SIM101,Short,3,4932.66,4983.38,2025-04-22 09:52:00,2025-04-22 13:38:00,654.61,8.36
CL 03-25,SIM101,Long,1,4978.24,4962.39,2025-04-22 10:00:00,2025-04-22 10:22:00,-193.85,6.27
NQ 03-25,SIM101,Short,1,5015.87,4991.73,2025-04-22 11:23:00,2025-04-22 11:30:00,-204.36,6.27
ES 03-25,SIM101,Long,1,5013.52,5033.3,2025-04-22 21:40:00,2025-04-22 21:48:00,148.76,8.36
CL 03-25,SIM101,Long,2,4939.86,4972.26,2025-04-23 11:05:00,2025-04-23 13:55:00,-476.26,2.09
CL 03-25,SIM101,Short,3,4953.29,4973.1,2025-04-23 14:07:00,2025-04-23 17:42:00,253.34,4.18
ES 03-25,SIM101,Long,3,5036.1,5006.01,2025-04-23 14:45:00,2025-04-23 17:43:00,254.29,8.36
NQ 03-25,SIM101,Short,3,4926.3,4943.17,2025-04-23 15:22:00,2025-04-23 18:52:00,-260.55,8.36
CL 03-25,SIM101,Long,2,5034.93,4981.16,2025-04-24 10:39:00,2025-04-24 13:13:00,765.33,4.18
GC 03-25,SIM101,Long,1,5026.11,5052.03,2025-04-24 21:07:00,2025-04-24 22:42:00,-245.31,4.18
ES 03-25,SIM101,Long,2,5080.62,5058.96,2025-04-24 21:25:00,2025-04-24 21:58:00,363.85,4.18
CL 03-25,SIM101,Long,2,4933.3,4977.18,2025-04-24 21:54:00,2025-04-24 23:13:00,-425.98,6.27
ES 03-25,SIM101,Short,1,5033.44,4984.72,2025-04-25 11:21:00,2025-04-25 12:36:00,-201.99,4.18
GC 03-25,SIM101,Short,3,4975.68,5029.94,2025-04-25 14:12:00,2025-04-25 17:57:00,145.91,6.27
GC 03-25,SIM101,Long,2,5001.11,5049.47,2025-04-25 14:55:00,2025-04-25 18:20:00,-206.1,4.18
CL 03-25,SIM101,Short,3,4958.07,4985.75,2025-04-25 15:35:00,2025-04-25 18:26:00,-145.25,8.36
CL 03-25,SIM101,Long,2,5036.77,4965.3,2025-04-28 09:53:00,2025-04-28 13:48:00,221.18,4.18
ES 03-25,SIM101,Short,3,5022.17,4971.44,2025-04-28 10:27:00,2025-04-28 13:54:00,434.56,2.09
CL 03-25,SIM101,Long,1,4953.48,5048.04,2025-04-28 11:39:00,2025-04-28 14:53:00,-171.35,6.27
GC 03-25,SIM101,Long,3,4941.45,5022.06,2025-04-28 21:01:00,2025-04-28 21:38:00,-170.97,6.27
ES 03-25,SIM101,Long,2,5012.96,4968.49,2025-04-29 03:07:00,2025-04-29 06:14:00,-80.91,6.27
ES 03-25,SIM101,Long,3,4980.92,5066.29,2025-04-29 07:28:00,2025-04-29 09:05:00,-516.16,8.36
ES 03-25,SIM101,Long,2,5007.98,4988.44,2025-04-29 19:10:00,2025-04-29 20:44:00,56.65,4.18
ES 03-25,SIM101,Short,2,5007.41,4968.66,2025-04-29 21:02:00,2025-04-29 23:45:00,368.88,2.09
CL 03-25,SIM101,Short,1,5014.27,5042.96,2025-04-30 03:45:00,2025-04-30 05:42:00,-386.12,8.36
ES 03-25,SIM101,Short,3,5002.85,5042.94,2025-04-30 11:49:00,2025-04-30 15:42:00,99.8,8.36
NQ 03-25,SIM101,Short,1,4979.48,4973.66,2025-04-30 14:05:00,2025-04-30 17:37:00,-171.18,4.18
NQ 03-25,SIM101,Long,2,5040.25,4979.59,2025-04-30 21:42:00,2025-05-01 00:43:00,211.35,8.36
CL 03-25,SIM101,Short,2,5029.42,5026.14,2025-05-01 07:52:00,2025-05-01 08:26:00,155.84,8.36
GC 03-25,SIM101,Short,3,4998.58,4988.39,2025-05-01 09:58:00,2025-05-01 10:50:00,128.93,8.36
CL 03-25,SIM101,Long,2,5015.43,5050.93,2025-05-01 13:16:00,2025-05-01 14:48:00,-380.42,6.27
NQ 03-25,SIM101,Long,1,4999.64,5035.18,2025-05-01 21:36:00,2025-05-02 01:35:00,53.52,6.27
ES 03-25,SIM101,Short,3,4995.79,4980.36,2025-05-02 09:39:00,2025-05-02 10:30:00,14.15,8.36
NQ 03-25,SIM101,Long,3,4980.43,4888.56,2025-05-02 09:52:00,2025-05-02 13:32:00,12.37,8.36
ES 03-25,SIM101,Short,3,5055.05,5004.02,2025-05-02 10:44:00,2025-05-02 12:19:00,-126.53,4.18
NQ 03-25,SIM101,Short,1,4978.92,4999.38,2025-05-02 19:17:00,2025-05-02 21:14:00,-422.23,6.27
GC 03-25,SIM101,Short,3,5054.41,5089.02,2025-05-05 09:25:00,2025-05-05 12:33:00,702.34,8.36
ES 03-25,SIM101,Short,1,5026.78,4959.91,2025-05-05 19:31:00,2025-05-05 20:38:00,-287.94,4.18
NQ 03-25,SIM101,Long,2,5023.31,4995.84,2025-05-05 19:59:00,2025-05-05 22:30:00,-249.45,6.27
NQ 03-25,SIM101,Long,1,5028.07,5065.97,2025-05-05 21:58:00,2025-05-06 00:12:00,53.83,4.18
NQ 03-25,SIM101,Long,1,5017.7,4993.33,2025-05-06 09:55:00,2025-05-06 11:03:00,-95.71,6.27
GC 03-25,SIM101,Short,2,4949.57,5039.64,2025-05-06 11:19:00,2025-05-06 14:52:00,-476.71,2.09
GC 03-25,SIM101,Short,2,4940.29,5011.03,2025-05-06 14:17:00,2025-05-06 15:55:00,-136.54,2.09
GC 03-25,SIM101,Long,2,4969.45,4999.43,2025-05-06 14:31:00,2025-05-06 16:41:00,-101.02,2.09
GC 03-25,SIM101,Short,2,4976.08,5027.64,2025-05-07 03:12:00,2025-05-07 04:19:00,743.29,4.18
GC 03-25,SIM101,Long,3,4998.04,4985.52,2025-05-07 07:20:00,2025-05-07 07:30:00,275.78,8.36
ES 03-25,SIM101,Long,1,4993.08,4966.39,2025-05-07 13:05:00,2025-05-07 14:18:00,-500.41,4.18
ES 03-25,SIM101,Short,2,5012.66,5021.03,2025-05-07 15:51:00,2025-05-07 18:28:00,320.58,4.18
GC 03-25,SIM101,Short,3,4931.21,4988.62,2025-05-08 03:05:00,2025-05-08 04:34:00,53.45,2.09
NQ 03-25,SIM101,Long,3,5003.91,5019.1,2025-05-08 19:31:00,2025-05-08 20:17:00,354.45,8.36
NQ 03-25,SIM101,Short,3,4968.66,5055.48,2025-05-08 21:09:00,2025-05-08 22:03:00,292.8,6.27
CL 03-25,SIM101,Long,2,4969.94,5035.68,2025-05-08 21:55:00,2025-05-09 00:32:00,-345.45,6.27
NQ 03-25,SIM101,Short,1,4969.41,4955.7,2025-05-09 09:40:00,2025-05-09 11:08:00,542.55,8.36
ES 03-25,SIM101,Long,1,4996.47,4964.75,2025-05-09 11:51:00,2025-05-09 12:16:00,106.38,6.27
NQ 03-25,SIM101,Short,3,4959.93,4946.78,2025-05-09 19:23:00,2025-05-09 20:28:00,206.27,6.27
ES 03-25,SIM101,Long,3,5024.74,4979.99,2025-05-09 21:40:00,2025-05-09 23:57:00,270.62,2.09
NQ 03-25,SIM101,Short,1,5025.79,4972.02,2025-05-12 13:20:00,2025-05-12 14:34:00,-118.7,4.18
NQ 03-25,SIM101,Short,1,4968.08,5020.06,2025-05-12 13:23:00,2025-05-12 16:43:00,-262.94,6.27
ES 03-25,SIM101,Long,1,4968.17,5051.04,2025-05-12 13:39:00,2025-05-12 16:24:00,-579.09,2.09
NQ 03-25,SIM101,Long,2,4995.47,5018.51,2025-05-12 19:30:00,2025-05-12 21:05:00,483.6,8.36
CL 03-25,SIM101,Short,2,5044.39,4919.11,2025-05-13 09:50:00,2025-05-13 13:39:00,556.45,2.09
ES 03-25,SIM101,Long,3,5021.2,4990.73,2025-05-13 10:51:00,2025-05-13 12:54:00,376.21,6.27
NQ 03-25,SIM101,Short,3,4968.57,5003.04,2025-05-13 13:42:00,2025-05-13 16:11:00,-74.92,6.27
CL 03-25,SIM101,Long,3,4991.75,5053.47,2025-05-13 19:34:00,2025-05-13 22:42:00,170.71,2.09
ES 03-25,SIM101,Long,2,4946.95,5019.25,2025-05-14 09:31:00,2025-05-14 13:08:00,47.53,8.36
GC 03-25,SIM101,Short,1,4976.98,5032.58,2025-05-14 13:39:00,2025-05-14 16:26:00,-163.99,8.36
GC 03-25,SIM101,Long,3,4952.16,5011.72,2025-05-14 14:57:00,2025-05-14 15:30:00,-80.51,6.27
ES 03-25,SIM101,Short,2,5016.84,4941.5,2025-05-14 21:56:00,2025-05-15 01:38:00,-70.2,6.27
ES 03-25,SIM101,Long,1,4985.29,5021.94,2025-05-15 09:11:00,2025-05-15 11:25:00,406.93,8.36
GC 03-25,SIM101,Short,3,4992.83,5042.74,2025-05-15 09:49:00,2025-05-15 13:24:00,338.12,2.09
ES 03-25,SIM101,Short,2,4931.68,4956.8,2025-05-15 19:24:00,2025-05-15 20:27:00,-84.0,4.18
GC 03-25,SIM101,Long,3,4976.51,5071.41,2025-05-15 21:07:00,2025-05-15 21:30:00,1080.55,4.18
ES 03-25,SIM101,Long,1,4979.09,5093.29,2025-05-16 11:56:00,2025-05-16 15:40:00,318.97,8.36
GC 03-25,SIM101,Short,1,5038.92,4967.29,2025-05-16 14:12:00,2025-05-16 16:59:00,-203.75,2.09
CL 03-25,SIM101,Short,3,4927.65,4976.14,2025-05-16 14:29:00,2025-05-16 14:53:00,-90.27,2.09
ES 03-25,SIM101,Short,3,4957.13,4958.96,2025-05-16 15:59:00,2025-05-16 19:27:00,-287.04,4.18
GC 03-25,SIM101,Short,2,4956.45,5012.16,2025-05-19 10:36:00,2025-05-19 13:48:00,626.24,6.27
ES 03-25,SIM101,Short,1,5011.79,4967.59,2025-05-19 19:14:00,2025-05-19 22:37:00,37.37,4.18
NQ 03-25,SIM101,Short,3,4971.11,5071.23,2025-05-19 19:43:00,2025-05-19 21:51:00,149.48,2.09
GC 03-25,SIM101,Long,2,5042.77,4979.17,2025-05-19 19:48:00,2025-05-19 20:16:00,-139.01,4.18
NQ 03-25,SIM101,Short,1,5057.82,5000.24,2025-05-20 09:02:00,2025-05-20 09:05:00,-272.98,4.18
GC 03-25,SIM101,Short,3,4918.57,5030.13,2025-05-20 13:28:00,2025-05-20 15:45:00,-227.38,2.09
GC 03-25,SIM101,Long,3,5047.1,4985.33,2025-05-20 15:11:00,2025-05-20 18:54:00,-77.89,4.18
ES 03-25,SIM101,Long,1,5024.26,5066.47,2025-05-20 15:46:00,2025-05-20 19:42:00,114.87,8.36
ES 03-25,SIM101,Short,1,5028.41,5000.19,2025-05-21 07:14:00,2025-05-21 09:28:00,-170.41,2.09
NQ 03-25,SIM101,Short,3,5017.82,5009.7,2025-05-21 14:38:00,2025-05-21 16:35:00,-304.43,4.18
NQ 03-25,SIM101,Long,2,4986.35,5031.68,2025-05-21 15:13:00,2025-05-21 19:00:00,-149.46,4.18
NQ 03-25,SIM101,Long,3,4977.44,4949.5,2025-05-21 21:46:00,2025-05-22 01:22:00,328.22,2.09
ES 03-25,SIM101,Short,1,4973.9,5008.53,2025-05-22 09:48:00,2025-05-22 11:48:00,792.66,4.18
GC 03-25,SIM101,Short,2,4962.22,4976.43,2025-05-22 13:03:00,2025-05-22 16:53:00,33.06,2.09
GC 03-25,SIM101,Long,1,5008.87,5011.24,2025-05-22 13:08:00,2025-05-22 14:26:00,291.46,6.27
GC 03-25,SIM101,Long,1,4994.49,4957.15,2025-05-22 21:11:00,2025-05-23 00:16:00,-135.58,8.36
NQ 03-25,SIM101,Short,2,5005.0,5057.1,2025-05-23 03:09:00,2025-05-23 04:37:00,849.77,2.09
ES 03-25,SIM101,Short,3,5003.73,5026.73,2025-05-23 03:52:00,2025-05-23 05:51:00,-159.18,4.18
GC 03-25,SIM101,Short,2,4930.95,4987.09,2025-05-23 07:56:00,2025-05-23 08:21:00,-355.09,6.27
NQ 03-25,SIM101,Long,3,4994.93,4996.41,2025-05-23 09:27:00,2025-05-23 09:47:00,796.61,2.09
NQ 03-25,SIM101,Long,1,4967.64,4935.65,2025-05-26 10:33:00,2025-05-26 12:52:00,-175.68,8.36
ES 03-25,SIM101,Long,2,4961.9,5019.25,2025-05-26 10:52:00,2025-05-26 14:44:00,860.89,8.36
NQ 03-25,SIM101,Long,3,4995.15,4952.9,2025-05-26 15:04:00,2025-05-26 18:53:00,59.59,4.18
ES 03-25,SIM101,Long,1,5031.63,5034.93,2025-05-26 19:55:00,2025-05-26 23:52:00,-494.8,4.18
GC 03-25,SIM101,Short,3,4988.47,4972.77,2025-05-27 07:28:00,2025-05-27 08:56:00,169.12,6.27
GC 03-25,SIM101,Long,1,5008.82,5067.65,2025-05-27 09:41:00,2025-05-27 10:57:00,655.37,4.18
NQ 03-25,SIM101,Long,3,5060.33,4989.37,2025-05-27 11:50:00,2025-05-27 15:12:00,-294.33,8.36
CL 03-25,SIM101,Long,3,5025.88,4979.03,2025-05-27 21:08:00,2025-05-28 00:56:00,-161.17,8.36
NQ 03-25,SIM101,Short,2,5021.33,5045.89,2025-05-28 03:33:00,2025-05-28 06:56:00,39.72,2.09
ES 03-25,SIM101,Short,3,4970.93,4995.04,2025-05-28 09:38:00,2025-05-28 12:44:00,724.3,2.09
ES 03-25,SIM101,Long,2,5033.88,5081.06,2025-05-28 15:38:00,2025-05-28 16:22:00,-608.47,4.18
CL 03-25,SIM101,Long,1,4986.28,5081.95,2025-05-28 21:28:00,2025-05-28 22:58:00,672.23,6.27
NQ 03-25,SIM101,Long,3,5060.38,4977.71,2025-05-29 07:42:00,2025-05-29 09:25:00,-68.67,4.18
NQ 03-25,SIM101,Long,1,5078.23,5049.05,2025-05-29 09:02:00,2025-05-29 12:20:00,165.06,8.36
CL 03-25,SIM101,Long,3,4973.02,5026.64,2025-05-29 15:46:00,2025-05-29 15:55:00,-134.09,6.27
GC 03-25,SIM101,Short,3,5012.14,5008.72,2025-05-29 19:58:00,2025-05-29 21:01:00,194.56,8.36
ES 03-25,SIM101,Long,2,5008.21,4927.91,2025-05-30 03:13:00,2025-05-30 03:38:00,-205.69,2.09
CL 03-25,SIM101,Long,2,5062.1,4997.74,2025-05-30 09:16:00,2025-05-30 10:20:00,590.32,4.18
GC 03-25,SIM101,Short,1,4950.37,4980.89,2025-05-30 10:44:00,2025-05-30 14:35:00,-246.6,6.27
NQ 03-25,SIM101,Short,1,5049.0,5047.71,2025-05-30 11:22:00,2025-05-30 13:26:00,166.19,2.09
CL 03-25,SIM101,Short,1,5045.76,5051.14,2025-06-02 03:44:00,2025-06-02 06:48:00,256.56,2.09
CL 03-25,SIM101,Long,2,5006.76,4956.64,2025-06-02 14:18:00,2025-06-02 15:20:00,-174.49,4.18
CL 03-25,SIM101,Long,1,5025.2,4945.91,2025-06-02 19:43:00,2025-06-02 20:34:00,321.9,2.09
ES 03-25,SIM101,Long,2,4999.39,5009.86,2025-06-02 21:50:00,2025-06-03 01:16:00,-164.83,8.36
CL 03-25,SIM101,Long,1,5016.08,4984.62,2025-06-03 03:19:00,2025-06-03 04:33:00,-379.24,6.27
ES 03-25,SIM101,Short,1,4996.61,5038.47,2025-06-03 10:42:00,2025-06-03 12:52:00,-51.34,6.27
ES 03-25,SIM101,Long,3,4948.16,4979.85,2025-06-03 14:06:00,2025-06-03 15:23:00,-102.85,2.09
NQ 03-25,SIM101,Long,3,4980.82,5055.44,2025-06-03 19:29:00,2025-06-03 21:44:00,69.15,4.18
NQ 03-25,SIM101,Short,3,4982.26,5069.94,2025-06-04 11:03:00,2025-06-04 14:57:00,161.21,6.27
ES 03-25,SIM101,Long,1,5025.16,4951.53,2025-06-04 11:28:00,2025-06-04 14:06:00,332.14,4.18
GC 03-25,SIM101,Short,2,4986.12,4962.75,2025-06-04 14:53:00,2025-06-04 18:29:00,-379.93,4.18
CL 03-25,SIM101,Short,3,5021.74,5006.48,2025-06-04 15:35:00,2025-06-04 16:03:00,91.29,8.36
GC 03-25,SIM101,Long,2,5044.23,4990.77,2025-06-05 10:05:00,2025-06-05 13:34:00,535.66,8.36
CL 03-25,SIM101,Long,2,4987.77,5078.19,2025-06-05 15:16:00,2025-06-05 18:30:00,-332.96,6.27
ES 03-25,SIM101,Short,1,5023.45,4996.31,2025-06-05 19:18:00,2025-06-05 20:56:00,386.95,8.36
ES 03-25,SIM101,Long,3,4950.23,4992.41,2025-06-05 21:31:00,2025-06-05 23:21:00,192.81,4.18
ES 03-25,SIM101,Long,1,5008.0,4939.35,2025-06-06 10:09:00,2025-06-06 12:36:00,581.89,6.27
NQ 03-25,SIM101,Short,1,5042.87,5022.76,2025-06-06 10:38:00,2025-06-06 11:34:00,-116.28,4.18
GC 03-25,SIM101,Long,1,5040.6,4962.09,2025-06-06 11:40:00,2025-06-06 13:44:00,-171.8,4.18
GC 03-25,SIM101,Long,1,5142.69,4975.76,2025-06-06 13:57:00,2025-06-06 17:17:00,157.94,8.36
NQ 03-25,SIM101,Long,1,4982.36,4921.73,2025-06-09 03:32:00,2025-06-09 04:05:00,-128.96,4.18
ES 03-25,SIM101,Long,1,5007.37,4991.72,2025-06-09 09:23:00,2025-06-09 09:55:00,152.82,4.18
GC 03-25,SIM101,Short,1,5005.57,5006.37,2025-06-09 10:22:00,2025-06-09 10:59:00,177.02,4.18
