Instrument,Account,Market pos.,Quantity,Entry price,Exit price,Entry time,Exit time,Profit,Commission
GC 03-25,SIM101,Short,2,5076.92,4977.05,2025-03-21 11:31:00,2025-03-21 14:51:00,-97.94,6.27
GC 03-25,SIM101,Long,1,4967.79,4988.96,2025-03-21 13:48:00,2025-03-21 17:41:00,-91.98,6.27
GC 03-25,SIM101,Short,3,5006.46,4969.07,2025-03-21 14:50:00,2025-03-21 16:58:00,147.45,6.27
NQ 03-25,SIM101,Long,3,4954.5,5017.93,2025-03-21 15:26:00,2025-03-21 16:30:00,-50.39,6.27
CL 03-25,SIM101,Short,1,4975.62,4939.96,2025-03-24 03:59:00,2025-03-24 04:32:00,-383.1,6.27
ES 03-25,SIM101,Long,2,4983.88,5033.71,2025-03-24 10:38:00,2025-03-24 13:58:00,-220.28,2.09
NQ 03-25,SIM101,Long,2,4983.69,5007.23,2025-03-24 15:03:00,2025-03-24 18:22:00,-252.98,4.18
GC 03-25,SIM101,Short,1,4950.5,5005.11,2025-03-24 21:29:00,2025-03-24 22:21:00,-478.88,6.27
NQ 03-25,SIM101,Short,3,5032.31,5048.1,2025-03-25 11:24:00,2025-03-25 13:38:00,-418.07,2.09
ES 03-25,SIM101,Short,1,5015.51,5081.8,2025-03-25 11:55:00,2025-03-25 14:55:00,166.36,4.18
ES 03-25,SIM101,Long,1,5012.74,5015.92,2025-03-25 13:47:00,2025-03-25 14:46:00,-215.22,8.36
CL 03-25,SIM101,Short,2,5032.76,4967.86,2025-03-25 19:44:00,2025-03-25 23:05:00,-14.43,4.18
ES 03-25,SIM101,Long,3,5026.58,4983.86,2025-03-26 13:30:00,2025-03-26 16:22:00,809.65,8.36
CL 03-25,SIM101,Long,2,5054.47,5012.57,2025-03-26 15:53:00,2025-03-26 16:18:00,-204.06,8.36
ES 03-25,SIM101,Short,3,4985.61,5045.62,2025-03-26 19:48:00,2025-03-26 19:51:00,202.08,6.27
CL 03-25,SIM101,Long,1,5039.98,4976.82,2025-03-26 21:47:00,2025-03-27 00:10:00,381.2,2.09
NQ 03-25,SIM101,Long,1,4957.69,5006.0,2025-03-27 13:09:00,2025-03-27 14:08:00,-154.38,6.27
ES 03-25,SIM101,Long,2,5031.74,5057.35,2025-03-27 14:35:00,2025-03-27 14:59:00,259.44,4.18
GC 03-25,SIM101,Long,3,5002.62,4983.06,2025-03-27 15:11:00,2025-03-27 18:29:00,-514.62,2.09
GC 03-25,SIM101,Short,3,4991.58,5065.24,2025-03-27 15:34:00,2025-03-27 18:45:00,654.72,2.09
ES 03-25,SIM101,Long,1,5010.03,4978.54,2025-03-28 07:54:00,2025-03-28 09:13:00,-85.07,6.27
CL 03-25,SIM101,Short,3,5031.59,4986.67,2025-03-28 09:59:00,2025-03-28 13:57:00,151.37,8.36
NQ 03-25,SIM101,Long,3,5046.67,4927.6,2025-03-28 11:13:00,2025-03-28 12:51:00,-262.17,2.09
ES 03-25,SIM101,Short,2,4877.0,4996.47,2025-03-28 14:17:00,2025-03-28 17:06:00,304.92,4.18
CL 03-25,SIM101,Short,3,4976.12,4974.18,2025-03-31 07:29:00,2025-03-31 10:40:00,-336.54,8.36
CL 03-25,SIM101,Long,1,4994.57,5048.59,2025-03-31 10:15:00,2025-03-31 12:47:00,-480.97,2.09
CL 03-25,SIM101,Short,3,4949.81,5003.53,2025-03-31 10:54:00,2025-03-31 13:06:00,160.51,2.09
NQ 03-25,SIM101,Short,1,4995.97,4967.65,2025-03-31 19:14:00,2025-03-31 21:30:00,-94.99,8.36
NQ 03-25,SIM101,Short,2,5117.84,4927.49,2025-04-01 03:33:00,2025-04-01 05:56:00,-188.21,8.36
CL 03-25,SIM101,Long,1,5027.85,4945.13,2025-04-01 07:11:00,2025-04-01 07:22:00,-456.95,8.36
CL 03-25,SIM101,Short,3,4976.31,5069.61,2025-04-01 09:54:00,2025-04-01 13:12:00,31.27,6.27
ES 03-25,SIM101,Short,2,4997.91,5092.13,2025-04-01 11:00:00,2025-04-01 13:49:00,262.21,2.09
CL 03-25,SIM101,Short,2,5006.05,5053.2,2025-04-02 07:11:00,2025-04-02 08:39:00,-204.4,2.09
NQ 03-25,SIM101,Long,1,5022.55,4942.53,2025-04-02 07:49:00,2025-04-02 08:49:00,514.27,2.09
CL 03-25,SIM101,Long,1,4971.8,5035.55,2025-04-02 09:22:00,2025-04-02 09:37:00,203.07,2.09
NQ 03-25,SIM101,Short,1,5030.25,5003.47,2025-04-02 10:52:00,2025-04-02 13:39:00,-198.87,8.36
NQ 03-25,SIM101,Long,3,4947.33,5026.49,2025-04-03 07:04:00,2025-04-03 08:29:00,145.12,2.09
ES 03-25,SIM101,Short,3,5111.44,4965.94,2025-04-03 10:54:00,2025-04-03 12:10:00,434.75,4.18
CL 03-25,SIM101,Short,2,5060.52,4999.25,2025-04-03 11:06:00,2025-04-03 14:30:00,-79.84,4.18
GC 03-25,SIM101,Short,3,5017.09,5014.42,2025-04-03 19:19:00,2025-04-03 22:52:00,579.66,2.09
NQ 03-25,SIM101,Long,1,5036.64,4961.65,2025-04-04 07:10:00,2025-04-04 10:25:00,118.44,2.09
ES 03-25,SIM101,Long,1,5010.31,5029.87,2025-04-04 07:41:00,2025-04-04 09:07:00,-67.73,2.09
GC 03-25,SIM101,Short,1,5012.56,4957.01,2025-04-04 10:51:00,2025-04-04 14:15:00,-262.96,8.36
NQ 03-25,SIM101,Long,3,4976.33,5018.99,2025-04-04 13:25:00,2025-04-04 17:02:00,-81.77,2.09
NQ 03-25,SIM101,Short,3,4997.31,5024.76,2025-04-07 07:38:00,2025-04-07 08:15:00,-65.2,8.36
GC 03-25,SIM101,Short,1,4956.23,4982.96,2025-04-07 10:02:00,2025-04-07 10:45:00,516.13,6.27
ES 03-25,SIM101,Short,2,4987.11,4936.45,2025-04-07 11:28:00,2025-04-07 14:53:00,-96.2,8.36
NQ 03-25,SIM101,Short,3,5059.15,4965.87,2025-04-07 15:15:00,2025-04-07 16:48:00,299.42,2.09
ES 03-25,SIM101,Long,3,4953.0,5014.05,2025-04-08 10:46:00,2025-04-08 12:48:00,-574.57,2.09
GC 03-25,SIM101,Long,1,5097.44,5021.11,2025-04-08 10:57:00,2025-04-08 12:28:00,100.0,8.36
NQ 03-25,SIM101,Short,3,4971.28,5001.2,2025-04-08 15:03:00,2025-04-08 17:25:00,425.86,4.18
NQ 03-25,SIM101,Long,3,5016.0,5016.85,2025-04-08 19:27:00,2025-04-08 21:16:00,-378.83,2.09
NQ 03-25,SIM101,Short,3,4966.08,4942.27,2025-04-09 03:51:00,2025-04-09 04:49:00,407.7,8.36
GC 03-25,SIM101,Long,2,4991.84,5041.54,2025-04-09 09:23:00,2025-04-09 09:43:00,-44.68,6.27
ES 03-25,SIM101,Short,2,5019.99,4936.67,2025-04-09 14:20:00,2025-04-09 15:12:00,-133.26,2.09
CL 03-25,SIM101,Long,2,4942.69,5022.88,2025-04-09 19:14:00,2025-04-09 19:59:00,127.73,6.27
CL 03-25,SIM101,Long,1,4982.45,4986.89,2025-04-10 07:21:00,2025-04-10 11:07:00,-85.82,8.36
CL 03-25,SIM101,Short,1,4963.57,4967.34,2025-04-10 07:40:00,2025-04-10 10:34:00,-125.48,4.18
NQ 03-25,SIM101,Long,3,4982.49,5005.81,2025-04-10 13:47:00,2025-04-10 14:49:00,-197.34,8.36
GC 03-25,SIM101,Long,2,4990.5,4966.16,2025-04-10 21:45:00,2025-04-11 01:32:00,217.18,2.09
CL 03-25,SIM101,Long,1,4974.61,4987.03,2025-04-11 03:52:00,2025-04-11 04:36:00,453.22,8.36
ES 03-25,SIM101,Short,2,4957.42,4973.69,2025-04-11 10:02:00,2025-04-11 11:30:00,-66.23,8.36
NQ 03-25,SIM101,Short,3,4964.92,5053.78,2025-04-11 11:10:00,2025-04-11 13:47:00,-27.87,4.18
ES 03-25,SIM101,Short,2,4909.06,5013.71,2025-04-11 19:59:00,2025-04-11 20:22:00,209.08,6.27
NQ 03-25,SIM101,Short,2,5040.4,5010.88,2025-04-14 03:32:00,2025-04-14 05:17:00,-660.94,8.36
NQ 03-25,SIM101,Short,2,5005.41,5030.68,2025-04-14 07:58:00,2025-04-14 11:38:00,-156.34,2.09
GC 03-25,SIM101,Long,1,5063.37,5030.38,2025-04-14 10:45:00,2025-04-14 14:15:00,-381.27,2.09
CL 03-25,SIM101,Long,2,5043.12,5000.36,2025-04-14 11:14:00,2025-04-14 12:54:00,-101.06,6.27
NQ 03-25,SIM101,Long,3,4969.79,4956.6,2025-04-15 07:48:00,2025-04-15 08:59:00,-118.53,4.18
ES 03-25,SIM101,Long,3,4889.21,4992.51,2025-04-15 10:38:00,2025-04-15 11:33:00,967.14,6.27
NQ 03-25,SIM101,Long,2,5041.86,5048.36,2025-04-15 11:05:00,2025-04-15 11:20:00,-503.33,8.36
NQ 03-25,SIM101,Short,1,5027.18,5005.67,2025-04-15 13:52:00,2025-04-15 15:19:00,96.71,4.18
NQ 03-25,SIM101,Long,3,5002.6,5002.22,2025-04-16 07:43:00,2025-04-16 08:20:00,327.82,8.36
NQ 03-25,SIM101,Long,1,4946.94,4981.9,2025-04-16 13:36:00,2025-04-16 16:02:00,-190.7,6.27
CL 03-25,SIM101,Long,1,5023.52,4987.61,2025-04-16 13:49:00,2025-04-16 16:06:00,-292.27,2.09
ES 03-25,SIM101,Long,2,4981.26,4924.16,2025-04-16 19:26:00,2025-04-16 23:01:00,-96.0,4.18
NQ 03-25,SIM101,Long,3,4969.75,4962.77,2025-04-17 03:21:00,2025-04-17 05:39:00,-321.62,6.27
GC 03-25,SIM101,Short,2,4935.67,4940.98,2025-04-17 07:20:00,2025-04-17 07:54:00,-102.76,8.36
ES 03-25,SIM101,Long,1,4991.99,4973.26,2025-04-17 10:43:00,2025-04-17 11:47:00,-99.31,8.36
CL 03-25,SIM101,Short,3,5023.38,4953.22,2025-04-17 14:03:00,2025-04-17 16:21:00,-634.24,2.09
CL 03-25,SIM101,Long,1,5048.4,5002.69,2025-04-18 03:59:00,2025-04-18 06:38:00,-197.42,8.36
CL 03-25,SIM101,Long,1,4959.61,5048.46,2025-04-18 11:24:00,2025-04-18 13:32:00,171.33,6.27
CL 03-25,SIM101,Long,1,5021.57,5001.59,2025-04-18 11:26:00,2025-04-18 12:12:00,219.75,8.36
CL 03-25,SIM101,Long,1,4981.46,4995.15,2025-04-18 11:50:00,2025-04-18 12:14:00,89.97,4.18
CL 03-25,SIM101,Long,3,4959.23,4927.09,2025-04-21 13:18:00,2025-04-21 16:05:00,-236.74,6.27
NQ 03-25,SIM101,Short,3,5013.51,5041.75,2025-04-21 15:10:00,2025-04-21 17:01:00,-225.37,4.18
CL 03-25,SIM101,Long,1,5047.2,4960.19,2025-04-21 15:34:00,2025-04-21 16:49:00,237.24,4.18
CL 03-25,SIM101,Long,2,4933.62,4956.84,2025-04-21 19:19:00,2025-04-21 20:12:00,512.18,6.27
NQ 03-25,SIM101,Long,3,5074.89,4981.04,2025-04-22 03:26:00,2025-04-22 05:05:00,-44.28,2.09
NQ 03-25,SIM101,Long,2,4969.34,4988.45,2025-04-22 03:48:00,2025-04-22 04:04:00,149.67,2.09
NQ 03-25,SIM101,Short,3,4976.78,4996.24,2025-04-22 07:35:00,2025-04-22 07:49:00,-507.97,8.36
ES 03-25,SIM101,Long,3,5033.02,4984.38,2025-04-22 11:27:00,2025-04-22 12:03:00,-175.39,2.09
GC 03-25,SIM101,Long,3,5101.64,4988.14,2025-04-23 09:34:00,2025-04-23 13:03:00,268.12,6.27
CL 03-25,SIM101,Short,2,5020.0,5029.66,2025-04-23 14:03:00,2025-04-23 14:44:00,-217.13,2.09
NQ 03-25,SIM101,Short,1,5025.3,4962.61,2025-04-23 15:27:00,2025-04-23 18:18:00,164.7,8.36
NQ 03-25,SIM101,Long,1,4989.13,5002.15,2025-04-23 19:12:00,2025-04-23 20:29:00,-184.78,2.09
ES 03-25,SIM101,Short,2,4978.0,5006.68,2025-04-24 09:43:00,2025-04-24 10:10:00,-107.41,4.18
ES 03-25,SIM101,Long,2,5069.36,5008.59,2025-04-24 13:11:00,2025-04-24 16:08:00,899.3,6.27
NQ 03-25,SIM101,Long,2,5063.01,4982.04,2025-04-24 15:13:00,2025-04-24 17:55:00,322.19,8.36
ES 03-25,SIM101,Short,2,4995.02,4913.3,2025-04-24 19:18:00,2025-04-24 22:07:00,-228.75,8.36
NQ 03-25,SIM101,Short,2,4985.59,5008.64,2025-04-25 03:58:00,2025-04-25 05:09:00,-598.06,2.09
ES 03-25,SIM101,Short,1,4973.56,5010.13,2025-04-25 11:09:00,2025-04-25 13:15:00,-281.35,6.27
ES 03-25,SIM101,Short,1,4978.22,4941.95,2025-04-25 13:55:00,2025-04-25 15:49:00,301.8,2.09
NQ 03-25,SIM101,Short,1,5028.54,5042.72,2025-04-25 15:57:00,2025-04-25 18:28:00,320.55,6.27
NQ 03-25,SIM101,Short,1,4976.17,4917.56,2025-04-28 03:07:00,2025-04-28 03:51:00,-208.35,2.09
CL 03-25,SIM101,Long,2,4992.59,5062.42,2025-04-28 03:35:00,2025-04-28 04:48:00,607.58,4.18
NQ 03-25,SIM101,Long,3,4966.06,4990.08,2025-04-28 19:10:00,2025-04-28 22:16:00,72.72,6.27
GC 03-25,SIM101,Long,3,5043.93,5015.85,2025-04-28 19:32:00,2025-04-28 23:03:00,-78.12,6.27
ES 03-25,SIM101,Long,3,5020.07,5006.95,2025-04-29 09:14:00,2025-04-29 11:49:00,812.32,6.27
CL 03-25,SIM101,Long,3,5062.07,4965.84,2025-04-29 13:50:00,2025-04-29 14:35:00,-171.73,4.18
ES 03-25,SIM101,Long,3,4974.57,4993.17,2025-04-29 15:30:00,2025-04-29 17:45:00,-101.72,2.09
NQ 03-25,SIM101,Long,2,4967.34,5082.17,2025-04-29 19:58:00,2025-04-29 20:53:00,-261.61,2.09
ES 03-25,SIM101,Short,2,5003.6,4995.61,2025-04-30 03:08:00,2025-04-30 04:47:00,-220.22,4.18
ES 03-25,SIM101,Short,2,5073.6,5013.5,2025-04-30 03:22:00,2025-04-30 04:08:00,185.99,4.18
GC 03-25,SIM101,Short,2,4997.17,5045.32,2025-04-30 10:02:00,2025-04-30 12:49:00,-228.14,2.09
GC 03-25,SIM101,Short,3,5023.64,5066.16,2025-04-30 13:14:00,2025-04-30 17:01:00,220.67,6.27
ES 03-25,SIM101,Short,1,4938.7,5033.28,2025-05-01 03:40:00,2025-05-01 04:59:00,182.61,8.36
ES 03-25,SIM101,Short,2,4965.65,5047.37,2025-05-01 03:41:00,2025-05-01 03:47:00,354.33,6.27
GC 03-25,SIM101,Long,1,4973.09,5005.32,2025-05-01 11:43:00,2025-05-01 11:57:00,291.13,4.18
CL 03-25,SIM101,Short,2,5046.28,5034.93,2025-05-01 19:25:00,2025-05-01 22:42:00,941.18,8.36
CL 03-25,SIM101,Long,2,4946.67,5034.02,2025-05-02 13:50:00,2025-05-02 16:58:00,-629.85,4.18
ES 03-25,SIM101,Long,3,4935.95,5035.51,2025-05-02 13:51:00,2025-05-02 15:02:00,-427.38,6.27
NQ 03-25,SIM101,Short,2,5007.64,4981.04,2025-05-02 14:23:00,2025-05-02 14:34:00,-148.6,2.09
CL 03-25,SIM101,Long,3,4959.2,4898.62,2025-05-02 14:34:00,2025-05-02 17:22:00,333.88,6.27
CL 03-25,SIM101,Short,3,4993.74,5019.3,2025-05-05 03:53:00,2025-05-05 05:15:00,123.2,2.09
ES 03-25,SIM101,Long,1,5007.93,4975.5,2025-05-05 09:09:00,2025-05-05 09:20:00,-308.99,4.18
NQ 03-25,SIM101,Short,1,4976.52,5118.04,2025-05-05 13:05:00,2025-05-05 13:09:00,393.51,2.09
GC 03-25,SIM101,Long,2,5031.16,5016.39,2025-05-05 21:37:00,2025-05-06 01:34:00,181.05,4.18
NQ 03-25,SIM101,Short,3,5033.57,5009.58,2025-05-06 14:58:00,2025-05-06 16:42:00,-15.38,6.27
ES 03-25,SIM101,Short,3,5030.57,4973.76,2025-05-06 19:47:00,2025-05-06 21:02:00,-122.59,8.36
GC 03-25,SIM101,Short,1,5056.37,5042.36,2025-05-06 21:05:00,2025-05-06 22:10:00,-180.37,6.27
CL 03-25,SIM101,Short,1,5001.64,5023.62,2025-05-06 21:50:00,2025-05-07 00:57:00,264.39,2.09
ES 03-25,SIM101,Long,1,5017.22,5004.71,2025-05-07 09:17:00,2025-05-07 09:27:00,188.04,8.36
NQ 03-25,SIM101,Short,2,5028.38,5033.61,2025-05-07 10:24:00,2025-05-07 12:40:00,-335.92,4.18
GC 03-25,SIM101,Short,2,5015.81,5025.16,2025-05-07 11:28:00,2025-05-07 13:50:00,-135.62,8.36
GC 03-25,SIM101,Short,3,5015.93,5010.28,2025-05-07 11:40:00,2025-05-07 12:33:00,307.82,6.27
NQ 03-25,SIM101,Short,2,4967.1,4976.2,2025-05-08 03:29:00,2025-05-08 06:11:00,-271.31,8.36
CL 03-25,SIM101,Short,1,5055.51,4951.19,2025-05-08 03:38:00,2025-05-08 04:37:00,223.98,8.36
CL 03-25,SIM101,Long,2,4974.39,4953.89,2025-05-08 07:08:00,2025-05-08 10:06:00,-444.78,8.36
CL 03-25,SIM101,Short,2,4971.68,5014.63,2025-05-08 15:55:00,2025-05-08 17:44:00,-173.31,4.18
ES 03-25,SIM101,Short,3,4957.33,4954.04,2025-05-09 03:29:00,2025-05-09 05:17:00,-472.75,8.36
NQ 03-25,SIM101,Short,2,5011.11,5055.51,2025-05-09 09:25:00,2025-05-09 12:17:00,-45.25,4.18
CL 03-25,SIM101,Long,2,4974.53,4995.01,2025-05-09 10:05:00,2025-05-09 13:59:00,-239.87,4.18
GC 03-25,SIM101,Long,3,4978.48,5056.03,2025-05-09 21:04:00,2025-05-09 23:32:00,471.79,6.27
CL 03-25,SIM101,Short,2,5026.6,5005.2,2025-05-12 10:20:00,2025-05-12 13:59:00,357.75,4.18
CL 03-25,SIM101,Short,3,4943.73,4993.17,2025-05-12 10:36:00,2025-05-12 13:25:00,-93.27,4.18
CL 03-25,SIM101,Long,3,5042.47,4996.73,2025-05-12 14:50:00,2025-05-12 17:22:00,-308.81,2.09
NQ 03-25,SIM101,Long,3,5020.21,4917.08,2025-05-12 15:05:00,2025-05-12 16:27:00,-543.7,8.36
GC 03-25,SIM101,Short,2,4930.14,4980.83,2025-05-13 10:08:00,2025-05-13 10:58:00,818.09,2.09
GC 03-25,SIM101,Long,1,5057.93,5021.47,2025-05-13 15:47:00,2025-05-13 19:26:00,-373.5,8.36
GC 03-25,SIM101,Short,2,4987.66,4958.65,2025-05-13 21:16:00,2025-05-14 00:05:00,178.08,4.18
CL 03-25,SIM101,Long,3,5021.67,4990.37,2025-05-13 21:31:00,2025-05-13 23:28:00,-607.68,4.18
ES 03-25,SIM101,Short,3,5015.04,4923.06,2025-05-14 07:26:00,2025-05-14 08:51:00,324.48,2.09
NQ 03-25,SIM101,Long,1,4906.42,4997.09,2025-05-14 09:43:00,2025-05-14 13:03:00,-293.31,4.18
CL 03-25,SIM101,Short,2,5046.14,4945.82,2025-05-14 19:45:00,2025-05-14 20:43:00,1000.28,2.09
CL 03-25,SIM101,Long,1,4960.56,4986.77,2025-05-14 21:43:00,2025-05-14 21:54:00,127.85,6.27
CL 03-25,SIM101,Long,2,4998.18,4996.1,2025-05-15 03:06:00,2025-05-15 03:42:00,160.82,8.36
GC 03-25,SIM101,Short,3,4985.44,5045.64,2025-05-15 07:17:00,2025-05-15 07:23:00,-73.72,6.27
GC 03-25,SIM101,Long,2,5080.0,5018.68,2025-05-15 09:26:00,2025-05-15 12:50:00,69.85,4.18
NQ 03-25,SIM101,Long,1,5062.78,4989.31,2025-05-15 15:25:00,2025-05-15 18:10:00,186.97,6.27
ES 03-25,SIM101,Short,1,5016.55,5021.88,2025-05-16 09:30:00,2025-05-16 11:24:00,271.47,2.09
NQ 03-25,SIM101,Short,3,5017.12,4980.39,2025-05-16 11:53:00,2025-05-16 13:11:00,647.42,8.36
NQ 03-25,SIM101,Long,3,4989.51,5008.82,2025-05-16 14:05:00,2025-05-16 16:02:00,-505.66,8.36
GC 03-25,SIM101,Long,1,4985.09,4972.64,2025-05-16 21:51:00,2025-05-16 23:10:00,-61.59,8.36
CL 03-25,SIM101,Long,3,4953.12,4982.59,2025-05-19 07:10:00,2025-05-19 07:36:00,909.87,2.09
GC 03-25,SIM101,Long,1,4963.42,5032.9,2025-05-19 10:02:00,2025-05-19 10:34:00,-452.47,8.36
CL 03-25,SIM101,Long,3,4984.63,5009.7,2025-05-19 13:58:00,2025-05-19 15:40:00,-265.93,8.36
ES 03-25,SIM101,Long,1,4917.13,5039.88,2025-05-19 15:59:00,2025-05-19 19:29:00,-762.2,2.09
ES 03-25,SIM101,Long,3,5021.8,5019.51,2025-05-20 07:08:00,2025-05-20 07:59:00,126.03,6.27
GC 03-25,SIM101,Short,1,4922.48,4987.59,2025-05-20 09:59:00,2025-05-20 11:38:00,-244.24,2.09
GC 03-25,SIM101,Short,3,5046.53,4907.68,2025-05-20 13:04:00,2025-05-20 14:42:00,-422.92,2.09
CL 03-25,SIM101,Long,2,5052.96,4920.24,2025-05-20 13:14:00,2025-05-20 16:38:00,241.69,2.09
CL 03-25,SIM101,Long,1,4998.78,4941.61,2025-05-21 11:40:00,2025-05-21 13:50:00,276.69,8.36
GC 03-25,SIM101,Short,1,5045.1,5018.45,2025-05-21 13:20:00,2025-05-21 14:46:00,-457.38,4.18
NQ 03-25,SIM101,Short,1,5053.52,5038.36,2025-05-21 14:50:00,2025-05-21 17:34:00,-133.32,2.09
ES 03-25,SIM101,Short,2,4975.22,5008.12,2025-05-21 15:10:00,2025-05-21 17:17:00,-246.77,2.09
NQ 03-25,SIM101,Long,2,5014.13,5006.87,2025-05-22 10:13:00,2025-05-22 13:01:00,200.81,8.36
ES 03-25,SIM101,Long,1,5023.15,5012.44,2025-05-22 11:24:00,2025-05-22 11:35:00,281.18,4.18
CL 03-25,SIM101,Long,1,4986.54,4942.66,2025-05-22 13:01:00,2025-05-22 14:48:00,463.2,4.18
CL 03-25,SIM101,Long,1,4939.97,4989.92,2025-05-22 19:55:00,2025-05-22 23:07:00,277.49,2.09
ES 03-25,SIM101,Short,3,5003.49,5032.17,2025-05-23 03:59:00,2025-05-23 07:32:00,-358.07,4.18
ES 03-25,SIM101,Long,2,5019.23,5000.49,2025-05-23 13:39:00,2025-05-23 15:13:00,232.59,2.09
NQ 03-25,SIM101,Short,1,5010.29,4968.01,2025-05-23 13:58:00,2025-05-23 17:12:00,275.11,2.09
NQ 03-25,SIM101,Short,2,5042.32,4937.2,2025-05-23 21:40:00,2025-05-24 00:20:00,-125.25,2.09
GC 03-25,SIM101,Long,2,5024.3,5025.38,2025-05-26 07:44:00,2025-05-26 09:33:00,215.81,6.27
ES 03-25,SIM101,Long,2,4952.98,5043.61,2025-05-26 11:01:00,2025-05-26 12:52:00,-449.29,4.18
NQ 03-25,SIM101,Long,1,4973.75,4958.94,2025-05-26 14:23:00,2025-05-26 14:52:00,-228.82,8.36
NQ 03-25,SIM101,Short,2,5025.14,4985.6,2025-05-26 14:36:00,2025-05-26 16:02:00,-122.68,4.18
GC 03-25,SIM101,Long,1,5054.06,4971.35,2025-05-27 09:03:00,2025-05-27 11:23:00,-255.87,4.18
CL 03-25,SIM101,Short,3,5066.46,5019.17,2025-05-27 09:33:00,2025-05-27 12:30:00,-108.7,6.27
CL 03-25,SIM101,Short,2,4985.35,4999.31,2025-05-27 14:55:00,2025-05-27 16:58:00,76.32,4.18
CL 03-25,SIM101,Long,2,5103.0,5013.22,2025-05-27 21:19:00,2025-05-27 21:40:00,-396.2,4.18
NQ 03-25,SIM101,Long,2,4946.87,4975.25,2025-05-28 07:07:00,2025-05-28 10:26:00,513.45,4.18
GC 03-25,SIM101,Long,3,4984.48,5023.66,2025-05-28 07:56:00,2025-05-28 10:26:00,745.45,2.09
ES 03-25,SIM101,Short,2,4930.29,4958.82,2025-05-28 09:18:00,2025-05-28 09:48:00,196.06,2.09
ES 03-25,SIM101,Short,2,4957.7,4983.65,2025-05-28 14:45:00,2025-05-28 15:20:00,689.27,4.18
NQ 03-25,SIM101,Long,1,5084.76,4963.76,2025-05-29 10:34:00,2025-05-29 12:09:00,164.51,8.36
CL 03-25,SIM101,Short,1,5028.15,4948.29,2025-05-29 11:55:00,2025-05-29 13:12:00,290.5,8.36
NQ 03-25,SIM101,Long,2,4990.21,5004.05,2025-05-29 13:46:00,2025-05-29 15:47:00,-159.65,2.09
GC 03-25,SIM101,Short,3,5005.76,5054.95,2025-05-29 19:39:00,2025-05-29 22:01:00,-437.0,8.36
NQ 03-25,SIM101,Long,1,4951.97,5005.02,2025-05-30 09:56:00,2025-05-30 10:58:00,-24.8,6.27
CL 03-25,SIM101,Long,1,5040.42,5015.86,2025-05-30 10:44:00,2025-05-30 12:37:00,161.19,6.27
ES 03-25,SIM101,Long,2,5026.66,4931.35,2025-05-30 19:19:00,2025-05-30 21:49:00,-208.61,4.18
CL 03-25,SIM101,Long,3,4944.21,5043.24,2025-05-30 21:51:00,2025-05-30 22:45:00,859.65,8.36
CL 03-25,SIM101,Long,2,4982.71,4949.45,2025-06-02 03:28:00,2025-06-02 05:14:00,-219.51,6.27
ES 03-25,SIM101,Short,3,5101.92,5026.09,2025-06-02 09:27:00,2025-06-02 09:36:00,102.14,8.36
GC 03-25,SIM101,Long,2,4917.01,4994.97,2025-06-02 14:52:00,2025-06-02 17:57:00,381.54,2.09
ES 03-25,SIM101,Short,3,5015.32,5015.78,2025-06-02 21:56:00,2025-06-02 23:18:00,114.69,2.09
GC 03-25,SIM101,Short,2,4955.88,4987.48,2025-06-03 07:14:00,2025-06-03 10:10:00,-217.21,8.36
GC 03-25,SIM101,Short,1,5016.18,5028.11,2025-06-03 09:48:00,2025-06-03 11:47:00,-870.26,6.27
CL 03-25,SIM101,Long,1,4974.65,4977.3,2025-06-03 11:14:00,2025-06-03 12:26:00,24.16,8.36
CL 03-25,SIM101,Short,2,5001.72,5043.78,2025-06-03 21:30:00,2025-06-04 00:24:00,176.95,4.18
GC 03-25,SIM101,Long,2,4978.32,5008.97,2025-06-04 10:03:00,2025-06-04 13:28:00,-213.0,2.09
NQ 03-25,SIM101,Short,3,4949.59,4991.3,2025-06-04 10:33:00,2025-06-04 12:53:00,-277.41,6.27
GC 03-25,SIM101,Short,1,4984.96,5028.94,2025-06-04 13:24:00,2025-06-04 14:44:00,-362.44,8.36
CL 03-25,SIM101,Short,1,4959.98,4982.93,2025-06-04 21:53:00,2025-06-04 23:01:00,316.67,4.18
ES 03-25,SIM101,Long,2,4997.71,4939.13,2025-06-05 07:16:00,2025-06-05 10:14:00,-805.69,8.36
ES 03-25,SIM101,Long,3,5023.24,4999.84,2025-06-05 09:45:00,2025-06-05 11:14:00,359.84,2.09
ES 03-25,SIM101,Short,3,4959.83,4964.96,2025-06-05 11:09:00,2025-06-05 11:21:00,473.45,8.36
ES 03-25,SIM101,Long,3,5043.15,5075.66,2025-06-05 13:28:00,2025-06-05 14:58:00,-243.29,2.09
ES 03-25,SIM101,Long,2,4976.14,5039.56,2025-06-06 09:10:00,2025-06-06 12:21:00,237.08,2.09
CL 03-25,SIM101,Long,1,4994.93,5011.66,2025-06-06 09:38:00,2025-06-06 12:55:00,764.73,2.09
GC 03-25,SIM101,Long,3,4990.48,4965.59,2025-06-06 14:15:00,2025-06-06 15:03:00,-234.94,2.09
CL 03-25,SIM101,Short,1,4944.31,4985.98,2025-06-06 21:13:00,2025-06-06 23:38:00,691.93,4.18
GC 03-25,SIM101,Short,3,4916.61,5012.3,2025-06-09 03:30:00,2025-06-09 07:00:00,-170.97,2.09
